app_name,permission,pred_label,gold_label,is_correct
ChatPPT生成,android.permission.INTERNET,业务核心必要,业务核心必要,1
ChatPPT生成,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
ChatPPT生成,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
ChatPPT生成,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
ChatPPT生成,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
ChatPPT生成,android.permission.MANAGE_EXTERNAL_STORAGE,业务核心必要,高风险异常权限,0
ChatPPT生成,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
ChatPPT生成,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
ChatPPT生成,android.permission.READ_MEDIA_AUDIO,业务弱相关需审查,业务弱相关需审查,1
ChatPPT生成,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
KaDa阅读,android.permission.FOREGROUND_SERVICE,业务辅助合理,业务辅助合理,1
KaDa阅读,android.permission.DISABLE_KEYGUARD,业务弱相关需审查,业务弱相关需审查,1
KaDa阅读,android.permission.WAKE_LOCK,业务弱相关需审查,国标未直接枚举但可解释,0
KaDa阅读,android.permission.READ_PHONE_STATE,业务弱相关需审查,高风险异常权限,0
KaDa阅读,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
KaDa阅读,android.permission.INTERNET,业务核心必要,业务核心必要,1
KaDa阅读,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
KaDa阅读,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
KaDa阅读,android.permission.CAMERA,业务弱相关需审查,业务弱相关需审查,1
KaDa阅读,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
KaDa阅读,android.permission.WRITE_EXTERNAL_STORAGE,业务核心必要,业务辅助合理,0
KaDa阅读,android.permission.MANAGE_EXTERNAL_STORAGE,业务弱相关需审查,高风险异常权限,0
KaDa阅读,android.permission.QUERY_ALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
KaDa阅读,android.permission.ACCESS_NETWORK_STATE,业务核心必要,业务辅助合理,0
KaDa阅读,android.permission.RECORD_AUDIO,业务辅助合理,业务辅助合理,1
KaDa阅读,android.permission.REORDER_TASKS,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.READ_CALENDAR,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.READ_MEDIA_VIDEO,业务弱相关需审查,业务辅助合理,0
什么值得买,android.permission.POST_NOTIFICATIONS,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.SYSTEM_ALERT_WINDOW,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.CHANGE_CONFIGURATION,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.ACCESS_FINE_LOCATION,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.READ_MEDIA_VISUAL_USER_SELECTED,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.VIBRATE,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.INTERNET,业务核心必要,业务核心必要,1
什么值得买,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.CAMERA,业务核心必要,业务辅助合理,0
什么值得买,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.WRITE_EXTERNAL_STORAGE,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.READ_EXTERNAL_STORAGE,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.READ_MEDIA_AUDIO,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.CHANGE_WIFI_STATE,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.RECORD_AUDIO,业务弱相关需审查,业务弱相关需审查,1
什么值得买,android.permission.ACCESS_COARSE_LOCATION,业务辅助合理,业务辅助合理,1
什么值得买,android.permission.WRITE_CALENDAR,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.READ_MEDIA_VIDEO,业务弱相关需审查,业务辅助合理,0
健管助手,android.permission.FOREGROUND_SERVICE,业务核心必要,业务辅助合理,0
健管助手,android.permission.POST_NOTIFICATIONS,业务辅助合理,业务辅助合理,1
健管助手,android.permission.SYSTEM_ALERT_WINDOW,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.BLUETOOTH_CONNECT,业务核心必要,业务核心必要,1
健管助手,android.permission.WAKE_LOCK,业务核心必要,国标未直接枚举但可解释,0
健管助手,android.permission.RECEIVE_BOOT_COMPLETED,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.BLUETOOTH_PRIVILEGED,业务核心必要,高风险异常权限,0
健管助手,android.permission.BLUETOOTH_SCAN,业务弱相关需审查,业务辅助合理,0
健管助手,android.permission.ACCESS_FINE_LOCATION,业务核心必要,国标未直接枚举但可解释,0
健管助手,android.permission.READ_PHONE_STATE,业务核心必要,高风险异常权限,0
健管助手,android.permission.READ_MEDIA_VISUAL_USER_SELECTED,业务辅助合理,业务辅助合理,1
健管助手,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,业务核心必要,国标未直接枚举但可解释,0
健管助手,android.permission.ACCESS_BACKGROUND_LOCATION,业务辅助合理,业务辅助合理,1
健管助手,android.permission.BLUETOOTH,业务核心必要,国标未直接枚举但可解释,0
健管助手,android.permission.SCHEDULE_EXACT_ALARM,业务弱相关需审查,国标未直接枚举但可解释,0
健管助手,android.permission.CALL_PHONE,业务核心必要,高风险异常权限,0
健管助手,android.permission.VIBRATE,业务核心必要,国标未直接枚举但可解释,0
健管助手,android.permission.INTERNET,业务核心必要,业务核心必要,1
健管助手,android.permission.BLUETOOTH_ADVERTISE,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.USE_EXACT_ALARM,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
健管助手,android.permission.CAMERA,业务核心必要,业务辅助合理,0
健管助手,android.permission.ACCESS_WIFI_STATE,业务弱相关需审查,国标未直接枚举但可解释,0
健管助手,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
健管助手,android.permission.MANAGE_EXTERNAL_STORAGE,业务弱相关需审查,高风险异常权限,0
健管助手,android.permission.KILL_BACKGROUND_PROCESSES,业务弱相关需审查,高风险异常权限,0
健管助手,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.QUERY_ALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
健管助手,android.permission.BLUETOOTH_ADMIN,业务辅助合理,业务辅助合理,1
健管助手,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
健管助手,android.permission.READ_MEDIA_AUDIO,业务辅助合理,业务弱相关需审查,0
健管助手,android.permission.ACCESS_NETWORK_STATE,业务核心必要,业务辅助合理,0
健管助手,android.permission.RECORD_AUDIO,业务核心必要,业务弱相关需审查,0
健管助手,android.permission.ACCESS_MEDIA_LOCATION,业务辅助合理,业务辅助合理,1
健管助手,android.permission.ACCESS_COARSE_LOCATION,业务核心必要,业务辅助合理,0
健管助手,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.FOREGROUND_SERVICE,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.GET_TASKS,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.ACCESS_FINE_LOCATION,业务核心必要,业务弱相关需审查,0
句子控,android.permission.READ_PHONE_STATE,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.SCHEDULE_EXACT_ALARM,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.INTERNET,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
句子控,android.permission.CAMERA,业务核心必要,业务弱相关需审查,0
句子控,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
句子控,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
句子控,android.permission.QUERY_ALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.RECORD_AUDIO,业务核心必要,业务弱相关需审查,0
句子控,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
句子控,android.permission.ACCESS_COARSE_LOCATION,业务辅助合理,业务弱相关需审查,0
句子控,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
句子控,android.permission.REORDER_TASKS,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.READ_MEDIA_VIDEO,业务弱相关需审查,业务辅助合理,0
月神星盘,android.permission.INSTALL_PACKAGES,业务弱相关需审查,高风险异常权限,0
月神星盘,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.WRITE_SETTINGS,业务弱相关需审查,高风险异常权限,0
月神星盘,android.permission.ACCESS_FINE_LOCATION,业务核心必要,业务弱相关需审查,0
月神星盘,android.permission.READ_PHONE_STATE,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.READ_MEDIA_VISUAL_USER_SELECTED,业务辅助合理,业务辅助合理,1
月神星盘,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,业务核心必要,业务弱相关需审查,0
月神星盘,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.INTERNET,业务核心必要,业务核心必要,1
月神星盘,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,业务弱相关需审查,高风险异常权限,0
月神星盘,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.READ_LOGS,业务弱相关需审查,高风险异常权限,0
月神星盘,android.permission.READ_EXTERNAL_STORAGE,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.CAMERA,业务核心必要,业务辅助合理,0
月神星盘,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
月神星盘,android.permission.WRITE_EXTERNAL_STORAGE,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.GET_ACCOUNTS,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
月神星盘,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
月神星盘,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
月神星盘,android.permission.ACCESS_COARSE_LOCATION,业务辅助合理,业务弱相关需审查,0
月神星盘,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.READ_MEDIA_VIDEO,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.FOREGROUND_SERVICE,业务核心必要,业务辅助合理,0
汽修宝,android.permission.GET_TASKS,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.READ_CONTACTS,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.POST_NOTIFICATIONS,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.SYSTEM_ALERT_WINDOW,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.BLUETOOTH_CONNECT,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.WRITE_CONTACTS,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.BLUETOOTH_SCAN,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.ACCESS_FINE_LOCATION,业务核心必要,国标未直接枚举但可解释,0
汽修宝,android.permission.READ_PHONE_STATE,业务辅助合理,业务弱相关需审查,0
汽修宝,android.permission.EXPAND_STATUS_BAR,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,业务核心必要,国标未直接枚举但可解释,0
汽修宝,android.permission.ACCESS_BACKGROUND_LOCATION,业务核心必要,业务弱相关需审查,0
汽修宝,android.permission.BLUETOOTH,业务核心必要,业务弱相关需审查,0
汽修宝,android.permission.SCHEDULE_EXACT_ALARM,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.CALL_PHONE,业务核心必要,高风险异常权限,0
汽修宝,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.INTERNET,业务核心必要,业务核心必要,1
汽修宝,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,业务弱相关需审查,高风险异常权限,0
汽修宝,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.READ_LOGS,业务弱相关需审查,高风险异常权限,0
汽修宝,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.CAMERA,业务核心必要,国标未直接枚举但可解释,0
汽修宝,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.MANAGE_EXTERNAL_STORAGE,业务弱相关需审查,高风险异常权限,0
汽修宝,android.permission.GET_ACCOUNTS,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.BLUETOOTH_ADMIN,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
汽修宝,android.permission.RECORD_AUDIO,业务核心必要,业务弱相关需审查,0
汽修宝,android.permission.ACCESS_COARSE_LOCATION,业务核心必要,业务辅助合理,0
汽修宝,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.REORDER_TASKS,业务弱相关需审查,业务弱相关需审查,1
汽修宝,android.permission.RESTART_PACKAGES,业务弱相关需审查,高风险异常权限,0
狐说英语,android.permission.READ_MEDIA_VIDEO,业务弱相关需审查,业务辅助合理,0
狐说英语,android.permission.FOREGROUND_SERVICE,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.POST_NOTIFICATIONS,业务辅助合理,业务辅助合理,1
狐说英语,android.permission.WAKE_LOCK,业务弱相关需审查,国标未直接枚举但可解释,0
狐说英语,android.permission.RECEIVE_BOOT_COMPLETED,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.READ_PHONE_STATE,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.BLUETOOTH,业务弱相关需审查,业务辅助合理,0
狐说英语,android.permission.SCHEDULE_EXACT_ALARM,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.INTERNET,业务核心必要,业务核心必要,1
狐说英语,android.permission.READ_EXTERNAL_STORAGE,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
狐说英语,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
狐说英语,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.READ_MEDIA_IMAGES,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.READ_MEDIA_AUDIO,业务弱相关需审查,业务弱相关需审查,1
狐说英语,android.permission.ACCESS_NETWORK_STATE,业务核心必要,业务辅助合理,0
狐说英语,android.permission.RECORD_AUDIO,业务辅助合理,业务核心必要,0
狐说英语,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.READ_MEDIA_VIDEO,业务辅助合理,业务辅助合理,1
筑梦AI,android.permission.POST_NOTIFICATIONS,业务辅助合理,业务辅助合理,1
筑梦AI,android.permission.SYSTEM_ALERT_WINDOW,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.WAKE_LOCK,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.ACCESS_FINE_LOCATION,业务核心必要,业务弱相关需审查,0
筑梦AI,android.permission.READ_PHONE_STATE,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.INTERNET,业务核心必要,业务核心必要,1
筑梦AI,android.permission.CHANGE_NETWORK_STATE,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.READ_EXTERNAL_STORAGE,业务核心必要,业务辅助合理,0
筑梦AI,android.permission.ACCESS_WIFI_STATE,业务辅助合理,业务辅助合理,1
筑梦AI,android.permission.WRITE_EXTERNAL_STORAGE,业务核心必要,业务辅助合理,0
筑梦AI,android.permission.READ_MEDIA_IMAGES,业务辅助合理,业务辅助合理,1
筑梦AI,android.permission.CHANGE_WIFI_STATE,业务弱相关需审查,业务弱相关需审查,1
筑梦AI,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
筑梦AI,android.permission.ACCESS_COARSE_LOCATION,业务辅助合理,业务弱相关需审查,0
筑梦AI,android.permission.REQUEST_INSTALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.FOREGROUND_SERVICE,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.GET_TASKS,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.POST_NOTIFICATIONS,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.DISABLE_KEYGUARD,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.WAKE_LOCK,业务弱相关需审查,国标未直接枚举但可解释,0
腾讯地图,android.permission.USE_FINGERPRINT,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.SYSTEM_ALERT_WINDOW,业务弱相关需审查,国标未直接枚举但可解释,0
腾讯地图,android.permission.BLUETOOTH_CONNECT,业务弱相关需审查,业务辅助合理,0
腾讯地图,android.permission.WRITE_SETTINGS,业务弱相关需审查,业务辅助合理,0
腾讯地图,android.permission.CHANGE_WIFI_MULTICAST_STATE,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.BLUETOOTH_SCAN,业务弱相关需审查,业务辅助合理,0
腾讯地图,android.permission.ACCESS_FINE_LOCATION,业务核心必要,业务核心必要,1
腾讯地图,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,业务核心必要,国标未直接枚举但可解释,0
腾讯地图,android.permission.BATTERY_STATS,业务弱相关需审查,高风险异常权限,0
腾讯地图,android.permission.ACCESS_BACKGROUND_LOCATION,业务核心必要,业务核心必要,1
腾讯地图,android.permission.BLUETOOTH,业务弱相关需审查,业务辅助合理,0
腾讯地图,android.permission.SCHEDULE_EXACT_ALARM,业务弱相关需审查,业务辅助合理,0
腾讯地图,android.permission.VIBRATE,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.INTERNET,业务辅助合理,业务核心必要,0
腾讯地图,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,业务弱相关需审查,高风险异常权限,0
腾讯地图,android.permission.BLUETOOTH_ADVERTISE,业务弱相关需审查,业务辅助合理,0
腾讯地图,android.permission.CHANGE_NETWORK_STATE,业务核心必要,国标未直接枚举但可解释,0
腾讯地图,android.permission.READ_LOGS,业务弱相关需审查,高风险异常权限,0
腾讯地图,android.permission.USE_EXACT_ALARM,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.READ_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.CAMERA,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.ACCESS_WIFI_STATE,业务核心必要,业务核心必要,1
腾讯地图,android.permission.WRITE_EXTERNAL_STORAGE,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.MANAGE_EXTERNAL_STORAGE,业务弱相关需审查,高风险异常权限,0
腾讯地图,android.permission.WRITE_SYNC_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.QUERY_ALL_PACKAGES,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.MODIFY_AUDIO_SETTINGS,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.FOREGROUND_SERVICE_LOCATION,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.CHANGE_WIFI_STATE,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.BLUETOOTH_ADMIN,业务弱相关需审查,业务弱相关需审查,1
腾讯地图,android.permission.ACCESS_NETWORK_STATE,业务辅助合理,业务辅助合理,1
腾讯地图,android.permission.RECORD_AUDIO,业务辅助合理,业务辅助合理,1
