app_name,report_type,structure_total,structure_hit,structure_rate,evidence_total,evidence_hit,evidence_rate,report_path
KaDa阅读,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\KaDa阅读\国标和隐私政策分析结果.md
MiniMax,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\MiniMax\国标和隐私政策分析结果.md
Molica AI,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\Molica AI\国标和隐私政策分析结果.md
MOMO陌陌,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\MOMO陌陌\国标和隐私政策分析结果.md
Muse AI,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\Muse AI\国标和隐私政策分析结果.md
photo抠图P图,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\photo抠图P图\国标和隐私政策分析结果.md
PS修图软件,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\PS修图软件\国标和隐私政策分析结果.md
QPython,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\QPython\国标和隐私政策分析结果.md
QQ浏览器,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\QQ浏览器\国标和隐私政策分析结果.md
Quin,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\Quin\国标和隐私政策分析结果.md
SKYDOOR,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\SKYDOOR\国标和隐私政策分析结果.md
Soul,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\Soul\国标和隐私政策分析结果.md
vita+,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\vita+\国标和隐私政策分析结果.md
V策,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\V策\国标和隐私政策分析结果.md
Wearfit Pro,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\Wearfit Pro\国标和隐私政策分析结果.md
Zigma,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\Zigma\国标和隐私政策分析结果.md
七天学堂,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\七天学堂\国标和隐私政策分析结果.md
上海杨浦,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\上海杨浦\国标和隐私政策分析结果.md
中国工商银行,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\中国工商银行\国标和隐私政策分析结果.md
中安车服企业,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\中安车服企业\国标和隐私政策分析结果.md
乐活元,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\乐活元\国标和隐私政策分析结果.md
京修,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\京修\国标和隐私政策分析结果.md
什么值得买,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\什么值得买\国标和隐私政策分析结果.md
今日顺庆,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\今日顺庆\国标和隐私政策分析结果.md
优咖初中数学,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\优咖初中数学\国标和隐私政策分析结果.md
作业帮,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\作业帮\国标和隐私政策分析结果.md
保险师,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\保险师\国标和隐私政策分析结果.md
健管助手,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\健管助手\国标和隐私政策分析结果.md
像素芝士,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\像素芝士\国标和隐私政策分析结果.md
全民生活,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\全民生活\国标和隐私政策分析结果.md
全球学术快报,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\全球学术快报\国标和隐私政策分析结果.md
出口成章,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\出口成章\国标和隐私政策分析结果.md
创客贴设计,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\创客贴设计\国标和隐私政策分析结果.md
医路成长,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\医路成长\国标和隐私政策分析结果.md
口信,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\口信\国标和隐私政策分析结果.md
句子控,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\句子控\国标和隐私政策分析结果.md
可可英语,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\可可英语\国标和隐私政策分析结果.md
可颂,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\可颂\国标和隐私政策分析结果.md
名人朋友圈,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\名人朋友圈\国标和隐私政策分析结果.md
咕咚,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\咕咚\国标和隐私政策分析结果.md
咪咕阅读,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\咪咕阅读\国标和隐私政策分析结果.md
喵抠,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\喵抠\国标和隐私政策分析结果.md
国都畅赢,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\国都畅赢\国标和隐私政策分析结果.md
图趣AI,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\图趣AI\国标和隐私政策分析结果.md
墨鱼旅行,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\墨鱼旅行\国标和隐私政策分析结果.md
多闪,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\多闪\国标和隐私政策分析结果.md
天天跳绳,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\天天跳绳\国标和隐私政策分析结果.md
夸克,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\夸克\国标和隐私政策分析结果.md
奇富周转灵,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\奇富周转灵\国标和隐私政策分析结果.md
安兔兔AI评测,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\安兔兔AI评测\国标和隐私政策分析结果.md
小me来,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\小me来\国标和隐私政策分析结果.md
小元音乐圈,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\小元音乐圈\国标和隐私政策分析结果.md
小卡健康,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\小卡健康\国标和隐私政策分析结果.md
小影,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\小影\国标和隐私政策分析结果.md
小星星AI陪练,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\小星星AI陪练\国标和隐私政策分析结果.md
小星记账,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\小星记账\国标和隐私政策分析结果.md
小智日历,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\小智日历\国标和隐私政策分析结果.md
小猿AI,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\小猿AI\国标和隐私政策分析结果.md
就业星,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\就业星\国标和隐私政策分析结果.md
干词,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\干词\国标和隐私政策分析结果.md
广发期货小添财,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\广发期货小添财\国标和隐私政策分析结果.md
广发银行,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\广发银行\国标和隐私政策分析结果.md
店长直聘,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\店长直聘\国标和隐私政策分析结果.md
庞伯特网球,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\庞伯特网球\国标和隐私政策分析结果.md
度加剪辑,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\度加剪辑\国标和隐私政策分析结果.md
微美相机,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\微美相机\国标和隐私政策分析结果.md
心之易,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\心之易\国标和隐私政策分析结果.md
快剪辑,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\快剪辑\国标和隐私政策分析结果.md
快对AI,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\快对AI\国标和隐私政策分析结果.md
快影,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\快影\国标和隐私政策分析结果.md
恒悦动校园版,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\恒悦动校园版\国标和隐私政策分析结果.md
房天下,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\房天下\国标和隐私政策分析结果.md
扁鹊三号,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\扁鹊三号\国标和隐私政策分析结果.md
扇贝单词,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\扇贝单词\国标和隐私政策分析结果.md
扫描全能王,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\扫描全能王\国标和隐私政策分析结果.md
投篮大师,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\投篮大师\国标和隐私政策分析结果.md
抠图P图大师,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\抠图P图大师\国标和隐私政策分析结果.md
拉卡拉,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\拉卡拉\国标和隐私政策分析结果.md
招商银行,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\招商银行\国标和隐私政策分析结果.md
指南AI,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\指南AI\国标和隐私政策分析结果.md
挖财记账,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\挖财记账\国标和隐私政策分析结果.md
掌上3D艺术,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\掌上3D艺术\国标和隐私政策分析结果.md
掌阅,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\掌阅\国标和隐私政策分析结果.md
接接,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\接接\国标和隐私政策分析结果.md
搜狐资讯,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\搜狐资讯\国标和隐私政策分析结果.md
搭搭,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\搭搭\国标和隐私政策分析结果.md
数感星球,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\数感星球\国标和隐私政策分析结果.md
斑马AI学,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\斑马AI学\国标和隐私政策分析结果.md
旅尤圈,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\旅尤圈\国标和隐私政策分析结果.md
无界AI,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\无界AI\国标和隐私政策分析结果.md
时光分期,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\时光分期\国标和隐私政策分析结果.md
易拓客,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\易拓客\国标和隐私政策分析结果.md
星绘,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\星绘\国标和隐私政策分析结果.md
星麦云,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\星麦云\国标和隐私政策分析结果.md
映目云摄影,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\映目云摄影\国标和隐私政策分析结果.md
春秋旅游,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\春秋旅游\国标和隐私政策分析结果.md
智慧万载,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\智慧万载\国标和隐私政策分析结果.md
智能AI写作,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\智能AI写作\国标和隐私政策分析结果.md
智谱AI,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\智谱AI\国标和隐私政策分析结果.md
智谱清言,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\智谱清言\国标和隐私政策分析结果.md
暴走P图,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\暴走P图\国标和隐私政策分析结果.md
最最日语,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\最最日语\国标和隐私政策分析结果.md
最美映像证件照,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\最美映像证件照\国标和隐私政策分析结果.md
月亮弯弯,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\月亮弯弯\国标和隐私政策分析结果.md
月神星盘,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\月神星盘\国标和隐私政策分析结果.md
有道文档,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\有道文档\国标和隐私政策分析结果.md
朗读大师,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\朗读大师\国标和隐私政策分析结果.md
朗读超人,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\朗读超人\国标和隐私政策分析结果.md
木槿校园,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\木槿校园\国标和隐私政策分析结果.md
林间聊愈室,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\林间聊愈室\国标和隐私政策分析结果.md
柚子轻断食,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\柚子轻断食\国标和隐私政策分析结果.md
柚音,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\柚音\国标和隐私政策分析结果.md
欧拉AI学,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\欧拉AI学\国标和隐私政策分析结果.md
步步阅读,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\步步阅读\国标和隐私政策分析结果.md
每日英语听力,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\每日英语听力\国标和隐私政策分析结果.md
氢离子,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\氢离子\国标和隐私政策分析结果.md
汽修宝,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\汽修宝\国标和隐私政策分析结果.md
汽车之家,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\汽车之家\国标和隐私政策分析结果.md
洋葱学园,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\洋葱学园\国标和隐私政策分析结果.md
洪恩识字,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\洪恩识字\国标和隐私政策分析结果.md
流利说,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\流利说\国标和隐私政策分析结果.md
浦发银行,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\浦发银行\国标和隐私政策分析结果.md
滑呗,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\滑呗\国标和隐私政策分析结果.md
漫改相机,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\漫改相机\国标和隐私政策分析结果.md
漫画相机,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\漫画相机\国标和隐私政策分析结果.md
火龙果智能写作,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\火龙果智能写作\国标和隐私政策分析结果.md
熊猫医疗,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\熊猫医疗\国标和隐私政策分析结果.md
爱创助手,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\爱创助手\国标和隐私政策分析结果.md
狐说英语,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\狐说英语\国标和隐私政策分析结果.md
猫箱,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\猫箱\国标和隐私政策分析结果.md
玻尔,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\玻尔\国标和隐私政策分析结果.md
理想树,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\理想树\国标和隐私政策分析结果.md
百事AA记账,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\百事AA记账\国标和隐私政策分析结果.md
百味书香,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\百味书香\国标和隐私政策分析结果.md
百度,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\百度\国标和隐私政策分析结果.md
百度文库,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\百度文库\国标和隐私政策分析结果.md
秒剪,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\秒剪\国标和隐私政策分析结果.md
稿定设计,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\稿定设计\国标和隐私政策分析结果.md
筑梦AI,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\筑梦AI\国标和隐私政策分析结果.md
简单记账,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\简单记账\国标和隐私政策分析结果.md
米家,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\米家\国标和隐私政策分析结果.md
糖动,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\糖动\国标和隐私政策分析结果.md
红湘西,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\红湘西\国标和隐私政策分析结果.md
经济师快题库,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\经济师快题库\国标和隐私政策分析结果.md
缘际,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\缘际\国标和隐私政策分析结果.md
网易邮箱,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\网易邮箱\国标和隐私政策分析结果.md
美图秀秀,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\美图秀秀\国标和隐私政策分析结果.md
美图设计室,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\美图设计室\国标和隐私政策分析结果.md
美图证件照,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\美图证件照\国标和隐私政策分析结果.md
美景听听,国标-隐私政策,9,5,0.555556,5,5,1.0,D:\桌面\毕设\code\output\美景听听\国标和隐私政策分析结果.md
美颜相机,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\美颜相机\国标和隐私政策分析结果.md
翼连,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\翼连\国标和隐私政策分析结果.md
腾讯体育,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\腾讯体育\国标和隐私政策分析结果.md
腾讯地图,国标-隐私政策,9,9,1.0,1,1,1.0,D:\桌面\毕设\code\output\腾讯地图\国标和隐私政策分析结果.md
艺品品,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\艺品品\国标和隐私政策分析结果.md
艺考志愿星,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\艺考志愿星\国标和隐私政策分析结果.md
英语趣配音,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\英语趣配音\国标和隐私政策分析结果.md
萌萌答,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\萌萌答\国标和隐私政策分析结果.md
萌配音,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\萌配音\国标和隐私政策分析结果.md
萝卜投研,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\萝卜投研\国标和隐私政策分析结果.md
蓝识,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\蓝识\国标和隐私政策分析结果.md
虎课,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\虎课\国标和隐私政策分析结果.md
蛋啵,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\蛋啵\国标和隐私政策分析结果.md
觅遇公园,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\觅遇公园\国标和隐私政策分析结果.md
视频抠像,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\视频抠像\国标和隐私政策分析结果.md
讯飞听见,国标-隐私政策,9,9,1.0,4,4,1.0,D:\桌面\毕设\code\output\讯飞听见\国标和隐私政策分析结果.md
讯飞星火,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\讯飞星火\国标和隐私政策分析结果.md
讯飞输入法,国标-隐私政策,9,9,1.0,5,5,1.0,D:\桌面\毕设\code\output\讯飞输入法\国标和隐私政策分析结果.md
记账小本,国标-隐私政策,9,9,1.0,2,2,1.0,D:\桌面\毕设\code\output\记账小本\国标和隐私政策分析结果.md
话本小说,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\话本小说\国标和隐私政策分析结果.md
话袋,国标-隐私政策,9,9,1.0,3,3,1.0,D:\桌面\毕设\code\output\话袋\国标和隐私政策分析结果.md
